dataset,id1,id2,label,vmScore,nmScore
football,infobox football club season||16823523||207855724-0||leftarm2,infobox football club season||16823523||207855724-0||shorts2,true,0.2606689463193496,2.453373973611562
football,football player infobox||28916423||386338526-0||years2,football player infobox||5167105||62777001-0||years10,false,0.10867029261736813,0.0
football,football club infobox||737608||10325142-0||leftarm2,football club infobox||737608||10325142-0||rightarm2,true,0.29980218763505495,3.3499239247897696
football,football club infobox||1171713||8004895-0||shorts1,football club infobox||1171713||8004895-0||socks1,false,0.30003385591754544,1.7396558069499672
football,infobox football biography||41494890||588254627-0||caps2,infobox football biography||41494890||588254627-0||caps7,false,0.09886334607287028,0.6358941839026425
football,football club infobox||3241717||39622381-0||body2,football club infobox||3241717||39622381-0||leftarm2,true,0.21548515446933722,0.5920053284784086
football,football club infobox||6275438||67886061-0||leftarm1,football club infobox||6275438||67886061-0||rightarm1,true,0.08807186764513933,3.250454979455907
football,football club infobox||2553825||81559687-0||leftarm1,football club infobox||2553825||81559687-0||rightarm1,true,0.19005882814710062,1.731964102967694
football,football club infobox||11708757||137409642-0||body2,football club infobox||11708757||137409642-0||leftarm2,true,0.09507424521008685,2.4928070356522256
football,football club infobox||1521096||10519893-0||leftarm2,football club infobox||1521096||10519893-0||shorts2,true,0.36293653677705107,3.1972390968743616
football,football club infobox||9446531||216204406-0||leftarm1,football club infobox||9446531||216204406-0||rightarm1,true,0.0846972520720718,1.9396633909368142
football,football club infobox||451127||11963406-0||pattern_la1,football club infobox||451127||11963406-0||pattern_ra1,true,0.2698414868891376,2.2294835265814408
football,football player infobox||24919524||323250148-0||caps3,infobox football biography||24129613||310339514-0||caps7,false,0.07120861193472973,0.0
football,football club infobox||32821489||45761541-0||body1,football club infobox||32821489||45761541-0||leftarm1,false,0.18395299752724234,2.1927140698206475
football,infobox football biography||35887023||493597220-0||position_🔗_extractedLink0,infobox football biography||35887317||493603240-0||position_🔗_extractedLink0,false,0.11245451978819057,0.0
football,football player infobox||240952||44260040-0||clubs2,football player infobox||240952||44260040-0||clubs6,false,0.22698123495150763,2.973015180090456
football,football club infobox||1082589||7906468-0||body1,football club infobox||1082589||7906468-0||leftarm1,true,0.649614165733353,1.7815882099946672
football,football club infobox||990753||13079851-0||body3,football club infobox||990753||13079851-0||leftarm3,false,0.43888913313870137,4.625076170175178
football,football club infobox||8065901||89423172-0||leftarm1,football club infobox||8065901||89423172-0||rightarm1,true,0.2611497163700465,2.1998072254686605
football,infobox football biography||41494890||588254627-0||goals7,infobox football biography||41494890||588254627-0||goals8,false,0.09886334607287028,0.6358941839026425
football,infobox football biography||40163500||567337697-0||caps13,infobox football biography||40163500||567337697-0||goals13,false,0.1114145389195161,4.434382768990256
football,football player infobox||26558478||349924567-0||caps4,football player infobox||26558478||349924567-0||caps5,false,0.07627818217661875,0.6865036395895687
football,football player infobox||26558478||349924567-0||goals12,football player infobox||26558478||349924567-0||goals14,false,0.07627818217661875,0.6865036395895687
football,football player infobox||14948931||260489047-0||years12,football player infobox||14948931||260489047-0||years7,false,0.09886334607287028,0.8897701146558326
football,infobox football biography||24387219||314725919-0||caps9,infobox football biography||42638754||606658448-0||caps2,false,0.07120861193472973,0.0
football,football club infobox||1239131||19791991-0||body2,football club infobox||1239131||19791991-0||leftarm2,false,0.14154909626817386,3.00742187787293
football,football club infobox||2431328||79874932-0||pattern_la3,football club infobox||2431328||79874932-0||pattern_ra3,true,0.09521315049964046,1.4147691440311883
football,football club infobox||12005842||141387150-0||pattern_la2,football club infobox||12005842||141387150-0||pattern_ra2,true,0.2757153241355557,2.0
football,football club infobox||1229550||13450937-0||body3,football club infobox||1229550||13450937-0||leftarm3,true,0.22583126244165694,2.4291614866110116
football,football club infobox||1100763||18745693-0||shorts3,football club infobox||1100763||18745693-0||socks3,true,0.11346612137795348,4.226031700858045
football,football player infobox||14048871||168900446-0||caps4,football player infobox||14048871||168900446-0||caps5,false,0.06634008296312183,0.5836917269117488
football,football club infobox||1894469||19365469-0||body3,football club infobox||1894469||19365469-0||rightarm3,false,0.13474456929439937,3.2612103367993694
football,football club infobox||3967124||141871955-0||pattern_la2,football club infobox||3967124||141871955-0||pattern_ra2,true,0.2962461974678686,1.592187548339378
football,football club infobox||895614||10110549-0||body2,football club infobox||895614||10110549-0||shorts2,false,0.47005511406023937,1.5839784528069472
football,football club infobox||2968601||113810778-0||pattern_b2,football club infobox||2968601||113810778-0||pattern_so2,false,0.14314927299323638,2.1941799983994597
football,football club infobox||24374541||342341245-0||leftarm1,football club infobox||24374541||342341245-0||rightarm1,true,0.1160070551670414,1.0111528311320344
football,football club infobox||1820392||14841887-0||pattern_la2,football club infobox||1820392||14841887-0||pattern_ra2,true,0.15893909343732815,1.6044956255310145
football,football club infobox||1577882||116518567-0||leftarm2,football club infobox||1577882||116518567-0||socks2,false,0.14601449606824968,3.6349365231596664
football,football club infobox||1743912||221953461-0||rightarm2,football club infobox||1743912||221953461-0||shorts2,true,0.12151900259164541,2.576745319799537
football,football club infobox||451166||22256164-0||leftarm3,football club infobox||451166||22256164-0||rightarm3,true,0.1320374597338018,1.482693407057209
football,football club infobox||3864199||119271839-0||shorts2,football club infobox||3864199||119271839-0||socks2,true,0.11867132992489637,2.5824621902129694
football,football club infobox||2560402||22265076-0||rightarm2,football club infobox||2560402||22265076-0||socks2,true,0.13460503307365443,2.5626211428203884
football,infobox football club||30704135||411219086-0||pattern_la3,infobox football club||30704135||411219086-0||pattern_ra3,true,0.22302350202388987,0.5573467136881091
football,infobox football biography||36803775||509616867-0||goals1,infobox football biography||36803775||509616867-0||goals3,false,0.07613923797372402,0.29593428230851343
football,football club infobox||7609513||7624311-0||leftarm3,football club infobox||7609513||7624311-0||socks3,true,0.5429754932580063,4.953433773743933
football,infobox football biography 2||25408778||331274806-0||caps12,infobox football biography 2||25408778||331274806-0||goals12,false,0.06634008296312183,0.06634008296312183
football,football club infobox||6809619||73380024-0||leftarm2,football club infobox||6809619||73380024-0||shorts2,false,0.09589987182691295,1.7018705761121198
football,football club infobox||22256374||281327733-0||leftarm2,football club infobox||22256374||281327733-0||rightarm2,true,0.08169529166653186,1.3135810665567518
football,football club infobox||18027024||220424110-0||season,football club infobox||22229529||280975129-0||season,true,0.12436888809343606,0.0
football,football player infobox||21477642||269774243-0||caps3,football player infobox||21477642||269774243-0||goals3,true,0.06634008296312183,1.7637119144075133
